ticket_line_id,ticket_id,fecha_hora,store_id,caja_id,cajero_id,customer_id,product_id,descripcion_producto,categoria,subcategoria,cantidad,precio_unitario,descuento_pct,descuento_importe,importe_linea,moneda,canal,observaciones
TL-000499,T-500248,26/04/25 21:59,S005,CAJ06,EMP077,C0042,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,"422,44",0,0.00,"422,44",EUR,POS,
TL-000500,T-500248,26/04/25 21:59,S005,CAJ06,EMP077,C0042,P1043,Cama Sol 3 plazas,Muebles,Camas,1,"911,03",0,"0,00",911.03,EUR,POS,
TL-000501,T-500248,26/04/25 21:59,S005,CAJ06,EMP077,C0042,P1052,Cama Vintage 3 plazas,Muebles,Camas,1,"657,98",0,0.00,657.98,EUR,POS,
TL-000502,T-500249,05/05/25 02:45,S003,CAJ04,EMP077,,P9745,Producto desconocido,,,1,454.54,5,,"431,81",EUR,POS,
TL-000503,T-500249,05/05/25 02:45,S003,CAJ04,EMP077,,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,1,,20,22.61,95.42,EUR,POS,
TL-000504,T-500249,05/05/25 02:45,S003,CAJ04,EMP077,,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,224.83,0,,224.83,EUR,POS,
TL-000505,T-500250,05/09/25 21:30,S004,CAJ04,EMP029,C0022,P1036 ,Cortina Aurora 90x200,Textil hogar,,5,24.17,0,0.00,120.85 EUR,EUR,POS,
TL-000506,T-500251,13/03/25 02:19,S001,CAJ05,EMP072,C0029,P1057,"Lámparas pie Luna ""Star""",iluminación,Lámparas pie,1,131.21,0,€0.00,131.21,EUR,POS,
TL-000507,T-500251,13/03/25 02:19,S001,CAJ05,EMP072,C0029,p1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,22.70,0,0.00,"20,70",EUR,POS,
TL-000508,T-500252,03/12/25 11:22,S003,CAJ05,EMP016,C0025,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,"52,03",0,0.00,52.03,EUR,POS,
TL-000509,T-500252,03/12/25 11:22,S003,CAJ05,EMP016,C0025,PX1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,"217,53",30,65.26,152.27 EUR,EUR,POS,
TL-000510,T-500252,03/12/25 11:22,S003,CAJ05,EMP016,C0025,P1000,Sofá Aurora 160cm,Muebles,Sofás,3,"236,94",0,0.00,"710,82",EUR,POS,
TL-000511,T-500253,10/08/25 03:13,S003,CAJ03,EMP026,,P1043,Cama Sol 3 plazas,Muebles,Camas,2,802.54,0,0.00,1605.08,EUR,POS,
TL-000512,T-500254 ,17/04/25 05:27,S003,CAJ03,, c0077,P1002,Sábana Brisa 90x200,Textil hogar,Sábanas,1,181.98,40,72.79,109.19,EUR,POS,
TL-000513,T-500255,11/10/25 18:14,S004,CAJ08,EMP005,,P1093,Sofá Atlas XL,Muebles,Sofás,2,470.83,0,0.00,941.66,EUR,POS,
TL-000514,T-500255,11/10/25 18:14,S004,CAJ08,EMP005,,P1035,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,€224.35,0,0.00,224.35,EUR,POS,
TL-000515,T-500256,17/08/25 14:48,S002,CAJ06,EMP014,,P1000,Sofá Aurora 160cm,Muebles,Sofás,1,234.50,0,0.00,234.50,EUR,POS,
TL-000516,T-500256,17/08/25 14:48,S002,CAJ06,EMP014,,P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,1,"354,43",0,"0,00",€354.43,EUR,POS,
TL-000517,T-500256,17/08/25 14:48,S002,CAJ06,EMP014,,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,1,96.49 EUR,15,14.47 EUR,"82,02",EUR,POS,
TL-000518,T-500256,17/08/25 14:48,S002,CAJ06,EMP014,,p1028,Sábana Zen 90x200,Textil hogar,Sábanas,2,74.10 EUR,10,14.82,133.38,EUR,POS,
TL-000519,T-500257,2025-03-15 04:15:28,S005,CAJ03,EMP063,CL0029,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,61.63,0,"0,00","61,63",EUR,POS,
TL-000520,T-500257,2025-03-15 04:15:28,S005,CAJ03,EMP063,CL0029,P1004,Cama Sol 120cm,,Camas,2,"1078,84",20,431.54,"1726,14",EUR,POS,
TL-000521,T-500258,06/09/25 16:13,S005,CAJ02,EMP005,,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,2,57.53 EUR,20,23.01,"92,05",EUR,POS,
TL-000522,T-500258,06/09/25 16:13,S005,CAJ02,EMP005,,P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,1,314.02,0,,€314.02,EUR,POS,
TL-000523,T-500259,09/04/25 03:41,S001,CAJ02,EMP049,,P1024,Cojine Vintage ★,decoración,Cojines,1,200.15,0,€0.00,200.15,EUR,POS,
TL-000524,T-500260,28/08/25 21:21,S005,CAJ03,EMP014,C0026,p1036,Cortina Aurora 90x200,Textil hogar,Cortinas,2,€26.89,0,0.00,"53,78",EUR,POS,
TL-000525,T-500260,28/08/25 21:21,S005,CAJ03,EMP014,C0026,PX1069,Sofá Zen 120cm,Muebles,Sofás,1,518.64,0,0.00,518.64,EUR,POS,
TL-000526,T-500261,22/03/25 15:50,S003,CAJ05,EMP071,C0012,P1074,Sábana Vintage Pack 4,,Sábanas,1,,0,0.00,"90,05",EUR,POS,
TL-000527,T-500261,22/03/25 15:50,S003,CAJ05,EMP071,C0012,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,3,293.06 EUR,,"0,00",879.18,EUR,POS,
TL-000528,T-500261,22/03/25 15:50,S003,CAJ05,EMP071,C0012,P1096,Figura Vintage ★,Decoración,,1,"156,25",,€0.00,156.25,EUR,POS,
TL-000529,T-500261,22/03/25 15:50,S003,CAJ05,EMP071,C0012, P4397,Producto desconocido,,,2,170.70,0,"0,00","341,40",EUR,POS,
TL-000530,T-500261,22/03/25 15:50,S003,CAJ05,EMP071,C0012,P1071,"Bombilla Aurora ""Star""",Iluminación,,1,123.25,0,"0,00",€123.25,EUR,POS,
TL-000531,T-500262,08/09/25 05:39,S002,CAJ02,EMP013,C0013,P1079,Cuadro Boreal ★,Decoración,Cuadros,2,145.55,0,"0,00",,EUR,POS,
TL-000532,T-500263,22/10/25 10:58,S003,CAJ06,EMP015,,P1042,Espejo Minimal ★,Decoración,Espejos,4,79.89,0,"0,00","319,56",EUR,POS,
TL-000533,T-500263,22/10/25 10:58,S003,CAJ06,EMP015,,P1088,Espejo Élite ★,Decoración,Espejos,6,152.38,0,€0.00,914.28,EUR,POS,
TL-000534,T-500264,2025-06-05 15:31:01,S005,CAJ02,EMP044,,P1035,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,"201,33",0,"0,00","201,33",EUR,POS,
TL-000535,T-500264,2025-06-05 15:31:01,S005,CAJ02,EMP044,,P1068,"Lámparas mesa Minimal ""Star""",Iluminación,Lámparas mesa,2,48.22,15,14.47,81.97 EUR,EUR,POS,
TL-000536,T-500264,2025-06-05 15:31:01,S005,CAJ02,EMP044,, P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,2,21.42,0,€0.00,42.84,EUR,POS,
TL-000537,T-500265,20/12/25 21:14,S002,CAJ01,EMP021,C0049,P1036,Cortina Aurora 90x200,,Cortinas,2,"24,88",0,€0.00,€49.76,EUR,POS,
TL-000538,T-500265,20/12/25 21:14,S002,CAJ01,EMP021,C0049,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,2,109.92,0,0.00,219.84,EUR,POS,
TL-000539,T-500265,20/12/25 21:14,S002,CAJ01,EMP021,C0049,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,1,339.53,0,0.00,339.53,EUR,POS,
TL-000540,T-500266,2025-01-25 14:20:05,S002,CAJ08,EMP053,,SKU-1019,Vela Aurora ★,Decoración,Velas,1,47.03,0,0.00,,EUR,POS,
TL-000541,T-500266,2025-01-25 14:20:05,S002,CAJ08,EMP053,,P1042,Espejo Minimal ★,Decoración,Espejos,1,"75,03",0,€0.00,,EUR,POS,
TL-000542,T-500267,14/09/25 23:36,S005,CAJ06,EMP080,,P1055 ,Cuadro Luna ★,,Cuadros,1,€113.47,30,"34,04",€79.43,EUR,POS,
TL-000543,T-500267,14/09/25 23:36,S005,CAJ06,EMP080,, P1016,"Aplique Élite ""Star""",iluminación,Apliques,3,318.69,15,143.41,812.66,EUR,POS,
TL-000544,T-500267,14/09/25 23:36,S005,CAJ06,EMP080,, P1026,Cuadro Vintage ★,Decoración,Cuadros,4,83.58,0,€0.00,334.32 EUR,EUR,POS,
TL-000545,T-500268,04/12/25 15:32,S005,CAJ03,EMP061,C0036,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,53.17,0,0.00,"53,17",EUR,POS,
TL-000546,T-500268,04/12/25 15:32,S005,CAJ03,EMP061,C0036,P1083,"Aplique Aurora ""Star""",Iluminación,,2,€393.88,15,"118,16","669,60",EUR,POS,
TL-000547,T-500269,29 de noviembre de 2025 15:59,S004,CAJ02,EMP074,GUEST,P1093,Sofá Atlas XL,Muebles,Sofás,1,444.99,15,66.75,"378,24",EUR,POS,
TL-000548,T-500270,05/09/25 14:17,S001,CAJ01,EMP078,,p1061,Sábana Minimal 200x300,Textil hogar,,1,"192,46",0,0.00 EUR,192.46,EUR,POS,
TL-000549,T-500270,05/09/25 14:17,S001,CAJ01,EMP078,,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,2,23.00 EUR,15,6.90,39.10,EUR,POS,
TL-000550,T-500270,05/09/25 14:17,S001,CAJ01,EMP078,,P1085,Sofá Boreal Compact,Muebles,,1,1182.90,0,0.00,,EUR,POS,
TL-000551,T-500271,06/10/25 07:44,S001,CAJ08,EMP080,,sku-1019,Vela Aurora ★,Decoración,Velas,1,,0,€0.00,47.64,EUR,POS,
TL-000552,T-500271,06/10/25 07:44,S001,CAJ08,EMP080,,P1032,Figura Minimal ★,Decoración,Lamparas mesa,1,124.05,0,€0.00,124.05 EUR,EUR,POS,
TL-000553,T-500271,06/10/25 07:44,S001,CAJ08,EMP080,,P1059,Armario Minimal 120cm,Muebles,Armarios,1,€705.11,0,0.00,"705,11",EUR,POS,
TL-000554,T-500272,2025-07-11 05:42:25,S003,CAJ06,EMP006,CL0079,P1096,Figura Vintage ★,Decoración,Figuras,1,"132,31",15,19.85,112.46,EUR,POS,
TL-000555,T-500272,2025-07-11 05:42:25,S003,CAJ06,EMP006,CL0079,P1023,"Aplique Élite ""Star""",Iluminación,,1,"132,77",,"0,00",132.77,EUR,POS,
TL-000556,T-500272,2025-07-11 05:42:25,S003,CAJ06,EMP006,CL0079,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,€20.95,40,"8,38",12.57,EUR,POS,
TL-000557,T-500273,19/01/25 01:24,S002,CAJ04,EMP014,,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,"365,82",0,0.00,"365,82",EUR,POS,
TL-000558,T-500273,19/01/25 01:24,S002,CAJ04,EMP014,,P1083,"Aplique Aurora ""Star""",iluminación,,2,"395,44",0,0.00,790.88,EUR,POS,
TL-000559,T-500273,19/01/25 01:24,S002,CAJ04,EMP014,,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,2,22.88,0,0.00,"44,76",EUR,POS,
TL-000560,T-500273,19/01/25 01:24,S002,CAJ04,EMP014,,P1098,Espejo Boreal ★,Decoración,Espejos,1,"205,83",0,"0,00",205.83,EUR,POS,
TL-000561,T-500274,18/06/25 02:05,S005,,EMP007,, P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,€206.60,0,"0,00",206.60,EUR,POS,
TL-000562,T-500274,18/06/25 02:05,S005,,EMP007,,P1032,Figura Minimal ★,decoración,Lamparas mesa,1,,0,0.00,135.35,EUR,POS,
TL-000563,T-500275,25/08/25 12:13,S002,CAJ06,EMP050,, P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,212.89,0,0.00,212.89,EUR,POS,
TL-000564,T-500275,25/08/25 12:13,S002,CAJ06,EMP050,,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,1,99.28,40,,€59.57,EUR,POS,
TL-000565,T-500276,04/10/25 11:08,S002,CAJ05,EMP071,C0092,P1032,Figura Minimal ★,Decoración,Lamparas mesa,1,117.78,0,"0,00",117.78,EUR,POS,
TL-000566,T-500276,04/10/25 11:08,S002,CAJ05,EMP071,C0092,P1033,Cojine Sol ★,Decoración,Cojines,2,221.53,40,"177,22",265.84,EUR,POS,
TL-000567,T-500276,04/10/25 11:08,S002,CAJ05,EMP071,C0092,P1003,Espejo Atlas ★,Decoración,Espejos,2,256.38,0,0.00,"512,76",EUR,POS,
TL-000568,T-500277,15/08/25 08:08,S002,CAJ06,EMP046,,P1041,Vela Luna ★,Decoración,Velas,2,"117,33",5,11.73,222.93,EUR,POS,
TL-000569,T-500277,15/08/25 08:08,S002,CAJ06,EMP046,,P1041,Vela Luna ★,Decoración,Velas,1,121.58,0,0.00 EUR,"121,58",EUR,POS,
TL-000570,T-500278,22/01/25 23:35,S004,CAJ02,EMP019, C0033,P1056 ,Cortina Luna Set 2 uds,Textil hogar,Cortinas,2,"207,20",0,0.00,€414.40,EUR,POS,
TL-000571,T-500278,22/01/25 23:35,S004,CAJ02,EMP019, C0033,PX1012,Sábana Sol 140x200,Textil hogar,Sábanas,2,"8,39",0,0.00,16.78,EUR,POS,
TL-000572,T-500278,22/01/25 23:35,S004,CAJ02,EMP019, C0033,P1083,"Aplique Aurora ""Star""",Iluminación,,1,€400.11,0,€0.00,400.11,EUR,POS,
TL-000573,T-500279,04/12/25 02:40,S002,CAJ01,EMP058,,P2794 ,Producto desconocido,,,4,"132,31",0,0.00,€529.24,EUR,POS,
TL-000574,T-500279,04/12/25 02:40,S002,CAJ01,EMP058,,P1029,Figura Luna ★,Decoración,Figuras,1,52.68,15,€7.90,€44.78,EUR,POS,
TL-000575,T-500279,04/12/25 02:40,S002,CAJ01,EMP058,,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,-1,210.03,15,-31.50 EUR,-178.53,EUR,POS,revisar caja
TL-000576,T-500280,03/11/25 01:43,S003,CAJ01,EMP050,C0033,P1054,Figura Minimal ★,Decoración,Figuras,1,"120,45",0,0.00,,EUR,POS,
TL-000577,T-500280,03/11/25 01:43,S003,CAJ01,EMP050,C0033,PX1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,2,72.70 EUR,0,0.00,"145,40",EUR,POS,
TL-000578,T-500280,03/11/25 01:43,S003,CAJ01,EMP050,C0033,P1079,Cuadro Boreal ★,Decoración,Cuadros,50,"143,85",,,4315.50,EUR,POS,
TL-000579,T-500281,18/03/25 07:13,S004,CAJ06,EMP070,C0088,P1060,Cortina Luna 200x300,textil hogar,Cortinas,2,€60.13,10,12.03,"108,23",EUR,POS,
TL-000580,T-500282,15/08/25 19:08,S001,CAJ07,EMP034,GUEST,P1041,Vela Luna ★,Decoración,Velas,2,112.64,20,,"180,22",EUR,POS,
TL-000581,T-500282,15/08/25 19:08,S001,CAJ07,EMP034,GUEST,P1035 ,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,215.65,0,"0,00",,EUR,POS,
TL-000582,T-500283,29/01/25 07:17,S005,CAJ05,EMP074,C0009,P1052,Cama Vintage 3 plazas,Muebles,Camas,1,737.08,40,"294,83",442.25,EUR,POS,
TL-000583,T-500284,25/04/25 00:18,S004,CAJ04,EMP043,,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,1,,40,48.18,€72.27,EUR,POS,
TL-000584,T-500284,25/04/25 00:18,S004,CAJ04,EMP043,,P1040,Manta Boreal 140x200,textil hogar,Mantas,1,€32.12,0,"0,00",32.12,EUR,POS,
TL-000585,T-500285,05/04/25 16:38,S001,CAJ06,EMP079,,P1035,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,"214,67",0,0.00,214.67,EUR,POS,
TL-000586,T-500286,17/07/2025,S005,CAJ01,EMP048, C0066,P1065,Sofá Atlas 3 plazas,Muebles,Sofás,1,"1193,71",0,0.00,"1193,71",EUR,POS,
TL-000587,T-500286,17/07/2025,S005,CAJ01,EMP048, C0066,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,1,"404,85",15,60.73,"344,12",EUR,POS,
TL-000588,T-500287,2025-06-14 17:55:07,S005,CAJ02,EMP028,,P1082,Vela Vintage ★,Decoración,Velas,1,"226,47",0,0.00,226.47,EUR,POS,
TL-000589,T-500287,2025-06-14 17:55:07,S005,CAJ02,EMP028,,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,1,"347,07",0,0.00,347.07,EUR,POS,
TL-000590,T-500288,29/01/25 10:43,S001,CAJ03,EMP043,,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,2,110.01,0,0.00,220.02,EUR,POS,
TL-000591,T-500289,15/02/25 22:41,S004,CAJ07,EMP003,,p1018,Cojine Minimal ★,Decoración,Cojines,1,192.12,0,0.00,192.12,EUR,POS,
TL-000592,T-500289,15/02/25 22:41,S004,CAJ07,EMP003,,P1005,Cuadro Luna ★,,Cuadros,1,190.07,0,"0,00",€190.07,EUR,POS,
TL-000593,T-500290,20/04/25 07:55,S001,CAJ02,EMP039,,P1033,Cojine Sol ★,Decoración,Cojines,1,249.45 EUR,5,12.47,"236,98",EUR,POS,
TL-000594,T-500291,2025-12-11 11:14:06,S002,CAJ05,EMP019,C0002,P1039,Cuadro Nórdico ★,Decoración,Cuadros,1,220.44,0,"0,00","220,44",EUR,POS,
TL-000595,T-500292,18/10/25 14:37,S001,CAJ07,EMP011,,P1046 ,"Aplique Atlas ""Star""",Iluminación,Apliques,1,€340.04,25,85.01,255.03,EUR,POS,
TL-000596,T-500292,18/10/25 14:37,S001,CAJ07,EMP011,,PX1011,Vela Eco ★,Decoración,Velas,1,96.23,0,"0,00",96.23,EUR,POS,
TL-000597,T-500292,18/10/25 14:37,S001,CAJ07,EMP011,,SKU-1019,Vela Aurora ★,Decoración,Velas,1,50.19,,€0.00,€50.19,EUR,POS,
TL-000598,T-500293,9 de agosto de 2025 07:33,S002,CAJ05,EMP024,,P1056,Cortina Luna Set 2 uds,Textil hogar,Cortinas,1,236.61,15,"35,49",201.12,EUR,POS,
TL-000599,T-500293,9 de agosto de 2025 07:33,S002,CAJ05,EMP024,,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,€23.70,,"0,00",23.70 EUR,EUR,POS,
TL-000600,T-500294,09/05/25 11:45,S003,CAJ05,EMP075,C0009,P1029,Figura Luna ★,Decoración,Figuras,4,47.44,0,0.00,189.76,EUR,POS,
TL-000601,T-500295,2025-06-16 08:06:51,S005,CAJ03,EMP047,,P1026,Cuadro Vintage ★,Decoración,Cuadros,1,92.50,0,,€92.50,EUR,POS,
TL-000602,T-500295,2025-06-16 08:06:51,S005,CAJ03,EMP047,,P1033,Cojine Sol ★,Decoración,,2,€259.11,40,"207,29","310,93",EUR,POS,
TL-000603,T-500296,28/10/25 21:21,S003,CAJ06,EMP060,,P1090,Armario Sol XL,Muebles,Armarios,1,€1108.71,20,€221.74,886.97,EUR,POS,
TL-000604,T-500296,28/10/25 21:21,S003,CAJ06,EMP060,,P1070,"Aplique Boreal ""Star""",Iluminación,,2,€311.05,0,0.00,622.10,EUR,POS,
TL-000605,T-500296,28/10/25 21:21,S003,CAJ06,EMP060,,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,"60,06",25,15.02 EUR,45.04,EUR,POS,
TL-000606,T-500297,13/12/25 11:01,S002,CAJ04,EMP010,,P1096,Figura Vintage ★,Decoración,Figuras,1,138.64,0,0.00,"138,64",EUR,POS,
TL-000607,T-500298,28/03/2025,S001,CAJ08,EMP020,C0065,P1063,Armario Brisa 160cm,Muebles,Armarios,1,435.35,0,"0,00",435.35,EUR,POS,
TL-000608,T-500298,28/03/2025,S001,CAJ08,EMP020,C0065,P1010,Cama Sol Compact,Muebles,Camas,1,861.78,30,258.53,€603.25,EUR,POS,
TL-000609,T-500299,11/03/2025,S002,CAJ03,EMP018,C0094,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,4,104.41,25,104.41,313.23,EUR,POS,
TL-000610,T-500300,21/07/25 03:02,S004,CAJ05,EMP006,C0006,P1041,Vela Luna ★,Decoración,Velas,3,129.60,0,"0,00",388.80,EUR,POS,
TL-000611,T-500301,10/08/25 10:16,S005,CAJ05,EMP034,, P1004,Cama Sol 120cm,decoración,Camas,1,"1214,68",0,0.00,1214.68,EUR,POS,
TL-000612,T-500301,10/08/25 10:16,S005,CAJ05,EMP034,,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,440.00,0,"0,00",440.00,EUR,POS,
TL-000613,T-500302,14/05/25 23:56,S004,CAJ04,EMP046,C0018,P1096,Figura Vintage ★,Decoración,Figuras,1,146.41,0,€0.00,146.41,EUR,POS,
TL-000614,T-500302,14/05/25 23:56,S004,CAJ04,EMP046,C0018,P1088,Espejo Élite ★,,Espejos,2,"153,79",15,"46,14",€261.44,EUR,POS,
TL-000615,T-500303,15/02/25 22:55,S003,CAJ03,EMP078,C0087,P1002 ,Sábana Brisa 90x200,Textil hogar,Sábanas,4,165.19,10,€66.08,594.68,EUR,POS,
TL-000616,T-500303,15/02/25 22:55,S003,CAJ03,EMP078,C0087,P1065,Sofá Atlas 3 plazas,muebles,,2,1027.50,0,"0,00",2055.00,EUR,POS,
TL-000617,T-500304,02/09/25 11:44,s004,CAJ01,EMP076,C0024,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,4,,0,"0,00",€449.08,EUR,POS,
TL-000618,T-500304,02/09/25 11:44,s004,CAJ01,EMP076,C0024,P1018,Cojine Minimal ★,Decoración,Cojines,1,178.23,0,0.00,,EUR,POS,
TL-000619,T-500304,02/09/25 11:44,s004,CAJ01,EMP076,C0024,SKU-1019,Vela Aurora ★,Decoración,Velas,1,48.42,0,"0,00","48,42",EUR,POS,
TL-000620,T-500305,2025-07-03 01:53:30,S001,CAJ05,EMP028,,P1040,Manta Boreal 140x200,Textil hogar,Mantas,2,31.50 EUR,0,0.00,"63,00",EUR,POS,
TL-000621,T-500305,2025-07-03 01:53:30,S001,CAJ05,EMP028,,P1054,Figura Minimal ★,Decoración,Figuras,1,"109,39",0,0.00,"109,39",EUR,POS,
TL-000622,T-500305,2025-07-03 01:53:30,S001,CAJ05,EMP028,,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,201.89,0,0.00,201.89,EUR,POS,
TL-000623,T-500305,2025-07-03 01:53:30,S001,CAJ05,EMP028,,P1087,Jarrone Eco ★,Decoración,Jarrones,1,212.07,0,0.00,212.07,EUR,POS,
TL-000624,T-500306,20/08/25 16:05,S002,CAJ05,EMP044,C0026,P1014,Cuadro Zen ★,Decoración,Cuadros,3,€75.50,25,56.62,€169.88,EUR,POS,
TL-000625,T-500306,20/08/25 16:05,S002,CAJ05,EMP044,C0026,P1003,Espejo Atlas ★,Decoración,Espejos,1,273.42,0,0.00,€273.42,EUR,POS,
TL-000626,T-500307,07/12/25 21:14,S002,CAJ03,EMP079,C0017, P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,"51,81",0,"0,00","49,81",EUR,POS,
TL-000627,500308,31/12/25 10:43,S004,CAJ06,EMP068,,P1096,Figura Vintage ★,Decoración,Figuras,1,140.22 EUR,0,0.00,€140.22,EUR,POS,
TL-000628,500308,31/12/25 10:43,S004,CAJ06,EMP068,,P1042,Espejo Minimal ★,Decoración,Espejos,1,72.57,0,€0.00,72.57,EUR,POS,
TL-000629,500308,31/12/25 10:43,S004,CAJ06,EMP068,,P1090,Armario Sol XL,Muebles,Armarios,1,1306.35,0,0.00,1306.35,EUR,POS,
TL-000630,T-500309,02/02/25 13:14,S005,CAJ03,EMP030,c0091,P1033,Cojine Sol ★,Decoración,Cojines,1,"259,30",10,25.93,"233,37",EUR,POS,
TL-000631,T-500310,11/02/25 09:25,,CAJ04,EMP041,,p1041,Vela Luna ★,Decoración,Velas,50,130.03,,0.00,6501.50,EUR,POS,posible devolución mal registrada
TL-000632,T-500310,11/02/25 09:25,,CAJ04,EMP041,,P1082,Vela Vintage ★,Decoración,Velas,1,€218.15,0,0.00,218.15 EUR,EUR,POS,
TL-000633,T-500311,05/08/25 12:51,S003,CAJ07,EMP053,C0040,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,20.88,0,€0.00,,EUR,POS,
TL-000634,T-500312,2025-03-04 20:02:23,S002,CAJ02,EMP058,,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,€194.61,5,9.73,184.88,EUR,POS,
TL-000635,T-500313,22/08/25 02:41,S001,CAJ01,EMP019,C0005,P1030,Sofá Vintage XL,Muebles,Sofás,2,1013.10,0,0.00,€2026.20,EUR,POS,
TL-000636,T-500313,22/08/25 02:41,S001,CAJ01,EMP019,C0005, P1000,Sofá Aurora 160cm,,Sofás,1,201.12,20,40.22,€160.90,EUR,POS,
TL-000637,T-500313,22/08/25 02:41,S001,CAJ01,EMP019,C0005,P1065,Sofá Atlas 3 plazas,Muebles,Sofás,1,1082.49,40,"433,00","649,49",EUR,POS,
TL-000638,T-500313,22/08/25 02:41,S001,CAJ01,EMP019,C0005,P1092,Armario Sol Compact,Muebles,,5,581.91,30,,2036.69,EUR,POS,
TL-000639,T-500314,20 de junio de 2025 11:30,S005,CAJ01,EMP023,C0025,P1027,Sábana Nórdico 140x200,,Sábanas,1,€97.65,0,0.00 EUR,"97,65",EUR,POS,
TL-000640,T-500314,20 de junio de 2025 11:30,S005,CAJ01,EMP023,C0025,P1010,Cama Sol Compact,Muebles,Camas,1,829.27,10,"82,93",746.34,EUR,POS,
TL-000641,T-500314,20 de junio de 2025 11:30,S005,CAJ01,EMP023,C0025,p1030,Sofá Vintage XL,Muebles,Sofás,1,957.40,0,"0,00","957,40",EUR,POS,
TL-000642,T-500315,03/02/25 17:26,S002,CAJ01,EMP001,c0076,P1022,Armario Aurora 120cm,Muebles,Armarios,1,842.08,40,"336,83",€505.25,EUR,POS,
TL-000643,T-500315,03/02/25 17:26,S002,CAJ01,EMP001,c0076,P1018,Cojine Minimal ★,Decoración,Cojines,3,185.53,0,€0.00,556.59,EUR,POS,
TL-000644,T-500316,17/03/25 13:06,S001,CAJ06,EMP036, C0065,p1047,Sofá Atlas 3 plazas,Muebles,Sofás,1,"535,88",0,0.00,535.88,EUR,POS,
TL-000645,T-500316,17/03/25 13:06,S001,CAJ06,EMP036, C0065,P1048,Mesa Minimal 160cm,Muebles,Mesas,2,"491,30",0,0.00,982.60,EUR,POS,
TL-000646,T-500317,2025-06-21 22:54:10,S001,CAJ05,EMP074,,P1039,Cuadro Nórdico ★,Decoración,Cuadros,2,"236,50",5,"23,65",,EUR,POS,
TL-000647,T-500318,2025-09-04 02:09:21,S004,CAJ01,EMP034,,P1020,Alfombra Zen 200x300,Textil hogar,,1,€115.34,0,"0,00","115,34",EUR,POS,
TL-000648,T-500319,18 de octubre de 2025 19:12,,CAJ05,EMP012,C0046,P1026,Cuadro Vintage ★,Decoración,Cuadros,2,"90,23",0,,180.46,EUR,POS,
TL-000649,T-500320,2025-03-22 07:18:59,S002,CAJ04,EMP031,C0100, P1028,Sábana Zen 90x200,Textil hogar,Sábanas,1,70.43,0,0.00,"70,43",EUR,POS,
TL-000650,T-500320,2025-03-22 07:18:59,S002,CAJ04,EMP031,C0100,p1056,Cortina Luna Set 2 uds,Textil hogar,Cortinas,3,212.83,0,0.00,638.49,EUR,POS, ⚠️
TL-000651,T-500321,11/07/25 04:56,S004,CAJ01,EMP048,C0024,P1035,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,209.27,40,83.71,125.56,EUR,POS,
